Araç,Sayfa,Başlık,Entry No,Entry Metni,tokens
fiat egea,50,fiat egea,2,(bkz: araba hakkında yorum yazayım derken bitirme tezi yazmak),"['bkz', 'araba', 'hakkında', 'yorum', 'yazayım', 'derken', 'bitirme', 'tezi', 'yazmak']"
fiat egea,50,fiat egea,3,(bkz: yok ebesinin amı ali sami),"['bkz', 'yok', 'ebesinin', 'amı', 'ali', 'sami']"
fiat egea,50,fiat egea,4,(bkz: devamını okuyayım) butonuna basma gafletinde bulunmak,"['bkz', 'devamını', 'okuyayım', 'butonuna', 'basma', 'gafletinde', 'bulunmak']"
fiat egea,50,fiat egea,5,kitapçığında bile bu kadar yazı bulunmayan araba.,"['kitapçığında', 'bile', 'kadar', 'yazı', 'bulunmayan', 'araba']"
fiat egea,50,fiat egea,6,(bkz: ilk 45 yılı hızlı geçmişti aslında),"['bkz', 'ilk', '45', 'yılı', 'hızlı', 'geçmişti']"
fiat egea,50,fiat egea,7,olası terrör saldırılarında kullanılcağı mesaj gruplarında gezen araba markası olunca trafikte gördüğümde tedirginlik uyandıran otomobildir.,"['olası', 'terrör', 'saldırılarında', 'kullanılcağı', 'mesaj', 'gruplarında', 'gezen', 'araba', 'markası', 'olunca', 'trafikte', 'gördüğümde', 'tedirginlik', 'uyandıran', 'otomobildir']"
fiat egea,50,fiat egea,8,"iyi, güzel bir yazı da çocuk güvenliği konusunda alınan puanın çabukça geçiştirildiği ve çıtçıtlı vites kolunun genel görünümüne hiç değinilmeden üzerindeki fontlardan bahsedilip geçiştirildiği bölümler bu yazının genelindeki kaliteyi yansıtıyor mu sizce? bir otomobildeçıtçıtlı bir şeyin estetik olma gibi bir ihtimali cidden var mı sizce?çıtçıtlı vites koluçıtçıtlı vites kolu devamkenar hatları ve düğme yerleşimleriyle antika radyolara benzeyen ekranın kenarları oval şekli de genel estetik çizgilerle kıyaslandığında fazla yuvarlak ve güçlü, keskin olmaktan uzak görünmüyor mu fiat 500 gibi yuvarlak araçlarla kıyaslandığında daha ağır bir tavrı olması gereken bir sedanda?arkadan görünüm konusunu da katılmıyorum zira farların kenar hatlar boyunca incelen cılız yapısı genel işleve zarar vermiyor olsa da estetik açıdan gözün alıştığı ""büyük göz"" algısına ve tokluk beklentilerine oldukça uzak. o yüzden de araç önden görece daha iyi olsa da arkadan heybeti çalınmış, sedandan çok arka stopların ince ve cılız yapısı gibi yola kıyısından tutunan silik ve karaktersiz bir görünüm ortaya koyuyor.aracın fiyatı konusuna hiç değinmiyorum bile çünkü baz model ve 1.3 vesiyonlar dışındaki seçenkler bu malzeme kalitesi ve yerli üretim bir araca göre oldukjça faiş.son olarak da 130 km hızı geçince güvende değil hissi vermesi fiat linea ile bu noktada pek de bir farkının olmadığını gösterdiğinden bu paraya bu araba çok saçma algısı ne yazık ki pekişerek devam ediyor.bunlar dışında yerli üretim, gelecek vizyonu vs konularına katılmayı ben de çok isterdim ancak yazıda 80-90 arası yerli üretimler için söylenenler bu dönem için de aynı şekilde devam ediyor. fiatın multijet motorlardaki gelişiminin taşınması dışında ne değişmiş yerli otomobilde? arka cam otomatiği bile olmayan, sadece iki hava yastığıyla satılan bir otomobili bu paraya ancak bu diye kakalamak aklın ve mantığın dışında başka alanlardan besleniyor olmalı. lineada bunu yapan tofaş, egeada piyasa ortalamalarının hiç de altında olmayan fiyatlarla araba satmak dışında yeni ne üretmiş, yerli üretimin geleceği adına ne ortaya koymuş? cidden merak ediyorum; bu arabayı motoru, bir miktar daha geniş iç mekan ve yedek parçasının ve servisinin çok pahalı olmaması dışında bir sebeple alan var mıdır?bugünün otomobil piyasasında sadece bu niteliklerle satın alınan bir otomobil iyi bir otomobil olabilir mi?","['iyi', 'güzel', 'bir', 'yazı', 'çocuk', 'güvenliği', 'konusunda', 'alınan', 'puanın', 'çabukça', 'geçiştirildiği', 'çıtçıtlı', 'vites', 'kolunun', 'genel', 'görünümüne', 'değinilmeden', 'üzerindeki', 'fontlardan', 'bahsedilip', 'geçiştirildiği', 'bölümler', 'yazının', 'genelindeki', 'kaliteyi', 'yansıtıyor', 'sizce', 'bir', 'otomobildeçıtçıtlı', 'bir', 'şeyin', 'estetik', 'olma', 'bir', 'ihtimali', 'cidden', 'var', 'sizce', 'çıtçıtlı', 'vites', 'koluçıtçıtlı', 'vites', 'kolu', 'devamkenar', 'hatları', 'düğme', 'yerleşimleriyle', 'antika', 'radyolara', 'benzeyen', 'ekranın', 'kenarları', 'oval', 'şekli', 'genel', 'estetik', 'çizgilerle', 'kıyaslandığında', 'fazla', 'yuvarlak', 'güçlü', 'keskin', 'olmaktan', 'uzak', 'görünmüyor', 'fiat', '500', 'yuvarlak', 'araçlarla', 'kıyaslandığında', 'ağır', 'bir', 'tavrı', 'olması', 'gereken', 'bir', 'sedanda', 'arkadan', 'görünüm', 'konusunu', 'katılmıyorum', 'zira', 'farların', 'kenar', 'hatlar', 'boyunca', 'incelen', 'cılız', 'yapısı', 'genel', 'işleve', 'zarar', 'vermiyor', 'olsa', 'estetik', 'açıdan', 'gözün', 'alıştığı', '``', 'büyük', 'göz', ""''"", 'algısına', 'tokluk', 'beklentilerine', 'oldukça', 'uzak', 'yüzden', 'araç', 'önden', 'görece', 'iyi', 'olsa', 'arkadan', 'heybeti', 'çalınmış', 'sedandan', 'arka', 'stopların', 'ince', 'cılız', 'yapısı', 'yola', 'kıyısından', 'tutunan', 'silik', 'karaktersiz', 'bir', 'görünüm', 'ortaya', 'koyuyor.aracın', 'fiyatı', 'konusuna', 'değinmiyorum', 'bile', 'baz', 'model', '1.3', 'vesiyonlar', 'dışındaki', 'seçenkler', 'malzeme', 'kalitesi', 'yerli', 'üretim', 'bir', 'araca', 'göre', 'oldukjça', 'faiş.son', 'olarak', '130', 'km', 'hızı', 'geçince', 'güvende', 'değil', 'hissi', 'vermesi', 'fiat', 'linea', 'noktada', 'pek', 'bir', 'farkının', 'olmadığını', 'gösterdiğinden', 'paraya', 'araba', 'saçma', 'algısı', 'yazık', 'pekişerek', 'devam', 'ediyor.bunlar', 'dışında', 'yerli', 'üretim', 'gelecek', 'vizyonu', 'vs', 'konularına', 'katılmayı', 'ben', 'isterdim', 'ancak', 'yazıda', '80-90', 'arası', 'yerli', 'üretimler', 'söylenenler', 'dönem', 'aynı', 'şekilde', 'devam', 'ediyor', 'fiatın', 'multijet', 'motorlardaki', 'gelişiminin', 'taşınması', 'dışında', 'değişmiş', 'yerli', 'otomobilde', 'arka', 'cam', 'otomatiği', 'bile', 'olmayan', 'sadece', 'iki', 'hava', 'yastığıyla', 'satılan', 'bir', 'otomobili', 'paraya', 'ancak', 'kakalamak', 'aklın', 'mantığın', 'dışında', 'başka', 'alanlardan', 'besleniyor', 'olmalı', 'lineada', 'bunu', 'yapan', 'tofaş', 'egeada', 'piyasa', 'ortalamalarının', 'altında', 'olmayan', 'fiyatlarla', 'araba', 'satmak', 'dışında', 'yeni', 'üretmiş', 'yerli', 'üretimin', 'geleceği', 'adına', 'ortaya', 'koymuş', 'cidden', 'merak', 'ediyorum', 'arabayı', 'motoru', 'bir', 'miktar', 'geniş', 'iç', 'mekan', 'yedek', 'parçasının', 'servisinin', 'pahalı', 'olmaması', 'dışında', 'bir', 'sebeple', 'alan', 'var', 'mıdır', 'bugünün', 'otomobil', 'piyasasında', 'sadece', 'niteliklerle', 'satın', 'alınan', 'bir', 'otomobil', 'iyi', 'bir', 'otomobil', 'olabilir', 'mi']"
fiat egea,50,fiat egea,9,"yerli üretim diye bize yutturulan, italyada (bkz: fiat tipo) olarak satışa çıkan araba","['yerli', 'üretim', 'bize', 'yutturulan', 'italyada', 'bkz', 'fiat', 'tipo', 'olarak', 'satışa', 'çıkan', 'araba']"
fiat egea,50,fiat egea,10,onu bunu bilmem de hakkinda 11951 kelimelik yazi yazilacak bir araba degildir.,"['onu', 'bunu', 'bilmem', 'hakkinda', '11951', 'kelimelik', 'yazi', 'yazilacak', 'bir', 'araba', 'degildir']"
fiat egea,51,fiat egea,1,"bence artık herhangi bir yorum yazmaya gerek kalmamış otomobil. yazıda sıkça bahsedilen sergio marchionne'ye sorsak bu kadar bilgi veremez. siz de hala gelip burada yok istanbul trafiğinde şöyle, yok ses geliyor yazıp gidin:) kısmetse 2017'de araba almayı düşünen bana sevabı günahıyla, böyle yakın tarih bilgileri de içeren enrtyler girin kardeşim...emeğe saygı diyorum başka bir şey diyemiyorum. bir de tanımlama da yapmak gerekirse, bence oldukça iyi tasarıma sahip, yakıt tasarrufu konusunda da şüphe gerektirmeyecek bir otomobil. bu rakamlarda araç alma imkanım olursa ya ucuz servis, az yakıt tüketimi sebebiyle bu ya da daha güvenilir olması sebebiyle jazz alırım...","['bence', 'artık', 'herhangi', 'bir', 'yorum', 'yazmaya', 'gerek', 'kalmamış', 'otomobil', 'yazıda', 'sıkça', 'bahsedilen', 'sergio', ""marchionne'ye"", 'sorsak', 'kadar', 'bilgi', 'veremez', 'hala', 'gelip', 'burada', 'yok', 'istanbul', 'trafiğinde', 'şöyle', 'yok', 'ses', 'geliyor', 'yazıp', 'gidin', 'kısmetse', ""2017'de"", 'araba', 'almayı', 'düşünen', 'bana', 'sevabı', 'günahıyla', 'böyle', 'yakın', 'tarih', 'bilgileri', 'içeren', 'enrtyler', 'girin', 'kardeşim', '...', 'emeğe', 'saygı', 'diyorum', 'başka', 'bir', 'diyemiyorum', 'bir', 'tanımlama', 'yapmak', 'gerekirse', 'bence', 'oldukça', 'iyi', 'tasarıma', 'sahip', 'yakıt', 'tasarrufu', 'konusunda', 'şüphe', 'gerektirmeyecek', 'bir', 'otomobil', 'rakamlarda', 'araç', 'alma', 'imkanım', 'olursa', 'ucuz', 'servis', 'yakıt', 'tüketimi', 'sebebiyle', 'güvenilir', 'olması', 'sebebiyle', 'jazz', 'alırım', '...']"
fiat egea,51,fiat egea,2,fiat'ın rahat araçlarından birisi değildir.,"[""fiat'ın"", 'rahat', 'araçlarından', 'birisi', 'değildir']"
fiat egea,51,fiat egea,3,uzun diye dalga geçtiğiniz yazı egea'yı tasvir açısından oldukça iyi ve değerli bir yazı ama her şeyden önce dizellerde resmen bir devrim niteliğinde buluş olan common rail sistemini anlatma açısından ise şahaser değerinde bir yazı.sayın agleonema'ya sonsuz teşekkürler.,"['uzun', 'dalga', 'geçtiğiniz', 'yazı', ""egea'yı"", 'tasvir', 'açısından', 'oldukça', 'iyi', 'değerli', 'bir', 'yazı', 'şeyden', 'önce', 'dizellerde', 'resmen', 'bir', 'devrim', 'niteliğinde', 'buluş', 'olan', 'common', 'rail', 'sistemini', 'anlatma', 'açısından', 'şahaser', 'değerinde', 'bir', 'yazı.sayın', ""agleonema'ya"", 'sonsuz', 'teşekkürler']"
fiat egea,51,fiat egea,4,yüksek vergi oranları ve satış politikaları sonucu oluşan saçma salak otomotiv piyasamızda değer gören bir başka abdurrahman çelebi.,"['yüksek', 'vergi', 'oranları', 'satış', 'politikaları', 'sonucu', 'oluşan', 'saçma', 'salak', 'otomotiv', 'piyasamızda', 'değer', 'gören', 'bir', 'başka', 'abdurrahman', 'çelebi']"
fiat egea,51,fiat egea,5,"aracım servisteyken kasko firması bir haftalığına bu arabanın 1.3 dizel motorlu modelini verdi, kullanmam için. benim aracım skoda rapid spaceback 1.2 model benzinli. iki aracı karşılaştırıldığımda, artıları: yakıt tüketimi, bagaj hacmi, ivmelenme.eksileri: görüş açısı, motor sesi, 100 km üzerinde güvensizlik hissi, multimedya konsolunun konumu, dışardan hayvan gibi görünen kasanın içinin kıç kadar olması (iç hacim). not: bu entrideki yargılar tamamen kişisel yorumların ürünüdür. tanım: az yakan çok bağıran araba.","['aracım', 'servisteyken', 'kasko', 'firması', 'bir', 'haftalığına', 'arabanın', '1.3', 'dizel', 'motorlu', 'modelini', 'verdi', 'kullanmam', 'benim', 'aracım', 'skoda', 'rapid', 'spaceback', '1.2', 'model', 'benzinli', 'iki', 'aracı', 'karşılaştırıldığımda', 'artıları', 'yakıt', 'tüketimi', 'bagaj', 'hacmi', 'ivmelenme.eksileri', 'görüş', 'açısı', 'motor', 'sesi', '100', 'km', 'üzerinde', 'güvensizlik', 'hissi', 'multimedya', 'konsolunun', 'konumu', 'dışardan', 'hayvan', 'görünen', 'kasanın', 'içinin', 'kıç', 'kadar', 'olması', 'iç', 'hacim', 'not', 'entrideki', 'yargılar', 'tamamen', 'kişisel', 'yorumların', 'ürünüdür', 'tanım', 'yakan', 'bağıran', 'araba']"
fiat egea,51,fiat egea,6,(bkz: ertuğrul gazi'den bugüne fiat egea),"['bkz', 'ertuğrul', ""gazi'den"", 'bugüne', 'fiat', 'egea']"
fiat egea,51,fiat egea,7,"(bkz: fiat egea günlükleri)(bkz: egea destanı)adam ana hatlarıyla anlatayım diye düşünüp başlamış,kılcal damarına sonra da atomuna inmiş.","['bkz', 'fiat', 'egea', 'günlükleri', 'bkz', 'egea', 'destanı', 'adam', 'ana', 'hatlarıyla', 'anlatayım', 'düşünüp', 'başlamış', 'kılcal', 'damarına', 'sonra', 'atomuna', 'inmiş']"
fiat egea,51,fiat egea,8,"öncelikle herhangi bir şeyi kötülemek noktasında ikinci defa düşünenlerdenim. kiralık araçlarımızdan olduğu için aracı bir hayli deneme fırsatım da oldu. düne kadar bu araç için hep fiat gibi durmuyor diyerek aracı överdim .fakat dün karda düşük hızla(20-30 km/sa) kayan araç, demir bir profile çarptı diye bu kadar mı hasar görür arkadaş! bildiğin çamurluk karton gibi katlandı, ön tampon ve far değişmesi gerekecek kadar hasar aldı. bağlantı noktaları desen vidalar tenekeyi yırtar gibi yırttı. özet olarak konfor, yer tutuş ve diğer özellikler açısından iyi sayılsa da herhangi bir kaza durumunda sizi güvende tutmayacak bir araç olduğunu söyleyebilirim. fakat yine de aracın güvenlik testlerine bakıp öyle karar vermeniz daha iyi olacaktır.","['öncelikle', 'herhangi', 'bir', 'şeyi', 'kötülemek', 'noktasında', 'ikinci', 'düşünenlerdenim', 'kiralık', 'araçlarımızdan', 'olduğu', 'aracı', 'bir', 'hayli', 'deneme', 'fırsatım', 'oldu', 'düne', 'kadar', 'araç', 'fiat', 'durmuyor', 'diyerek', 'aracı', 'överdim', '.fakat', 'dün', 'karda', 'düşük', 'hızla', '20-30', 'km/sa', 'kayan', 'araç', 'demir', 'bir', 'profile', 'çarptı', 'kadar', 'hasar', 'görür', 'arkadaş', 'bildiğin', 'çamurluk', 'karton', 'katlandı', 'ön', 'tampon', 'far', 'değişmesi', 'gerekecek', 'kadar', 'hasar', 'aldı', 'bağlantı', 'noktaları', 'desen', 'vidalar', 'tenekeyi', 'yırtar', 'yırttı', 'özet', 'olarak', 'konfor', 'yer', 'tutuş', 'diğer', 'özellikler', 'açısından', 'iyi', 'sayılsa', 'herhangi', 'bir', 'kaza', 'durumunda', 'sizi', 'güvende', 'tutmayacak', 'bir', 'araç', 'olduğunu', 'söyleyebilirim', 'fakat', 'yine', 'aracın', 'güvenlik', 'testlerine', 'bakıp', 'öyle', 'karar', 'vermeniz', 'iyi', 'olacaktır']"
fiat egea,51,fiat egea,9,"avrupa piyasasına ""tipo"" adı altında sunulan ve üretiminin bursa'da bulunan tofaş fabrikasında yapıldığı araç. mesleğim gereği üretim hatlarını gözlemleme fırsatı buldum. oldukça temiz ve güzel tasarlanmış üretim hatları mevcut. ek olarak araçla yaklaşık 400 km yol yapma fırsatı buldum. otomatik şanzıman için vites geçişleri gayet iyi. ancak kullanım şeklinize göre arabanın verdiği tepkiler değişkenlik gösterebiliyor. 1.6 16v e-torq at6 modeli için tork değeri açıkçası kullanım esnasında beni tatmin etmedi. daha detay bilgi için (bkz: fiat egea teknik özellikler)edit: imla","['avrupa', 'piyasasına', '``', 'tipo', ""''"", 'adı', 'altında', 'sunulan', 'üretiminin', ""bursa'da"", 'bulunan', 'tofaş', 'fabrikasında', 'yapıldığı', 'araç', 'mesleğim', 'gereği', 'üretim', 'hatlarını', 'gözlemleme', 'fırsatı', 'buldum', 'oldukça', 'temiz', 'güzel', 'tasarlanmış', 'üretim', 'hatları', 'mevcut', 'ek', 'olarak', 'araçla', 'yaklaşık', '400', 'km', 'yol', 'yapma', 'fırsatı', 'buldum', 'otomatik', 'şanzıman', 'vites', 'geçişleri', 'gayet', 'iyi', 'ancak', 'kullanım', 'şeklinize', 'göre', 'arabanın', 'verdiği', 'tepkiler', 'değişkenlik', 'gösterebiliyor', '1.6', '16v', 'e-torq', 'at6', 'modeli', 'tork', 'değeri', 'açıkçası', 'kullanım', 'esnasında', 'beni', 'tatmin', 'etmedi', 'detay', 'bilgi', 'bkz', 'fiat', 'egea', 'teknik', 'özellikler', 'edit', 'imla']"
fiat egea,51,fiat egea,10,(bkz: türkiye’nin yeni ithal ikamesi)nden öncesini okumadım.,"['bkz', 'türkiye', '’', 'nin', 'yeni', 'ithal', 'ikamesi', 'nden', 'öncesini', 'okumadım']"
fiat egea,52,fiat egea,1,(bkz: gürses fiat personeli),"['bkz', 'gürses', 'fiat', 'personeli']"
fiat egea,52,fiat egea,2,"(#64739237) bu arkadas mali mulku sat, fiat egea ya yatir dese tek kelime etmem.","['64739237', 'arkadas', 'mali', 'mulku', 'sat', 'fiat', 'egea', 'yatir', 'dese', 'tek', 'kelime', 'etmem']"
fiat egea,52,fiat egea,3,guzel arabadır,"['guzel', 'arabadır']"
fiat egea,52,fiat egea,4,üstteki doktora tezini okuduktan sonra 5 tane birden almaya karar verdiğim araç.,"['üstteki', 'doktora', 'tezini', 'okuduktan', 'sonra', '5', 'tane', 'birden', 'almaya', 'karar', 'verdiğim', 'araç']"
fiat egea,52,fiat egea,5,bundan önceki arabam puntoydu zamanında f/p açısından o segmentteki en iyi araçtı ayrıca italyan üretimidir.fiat ın italyan üretimi araçlarını korkmadan alabilirisiniz ama linea egea gibi türkiye üretimi araçlar gerçekten çöp tenekesidir.,"['bundan', 'önceki', 'arabam', 'puntoydu', 'zamanında', 'f/p', 'açısından', 'segmentteki', 'iyi', 'araçtı', 'ayrıca', 'italyan', 'üretimidir.fiat', 'ın', 'italyan', 'üretimi', 'araçlarını', 'korkmadan', 'alabilirisiniz', 'linea', 'egea', 'türkiye', 'üretimi', 'araçlar', 'gerçekten', 'çöp', 'tenekesidir']"
fiat egea,52,fiat egea,6,"bir 1.3 egea sedan manuel vites sahibi olarak söz hakkım olduğunu düşündüğüm araçtır.yakıt performansı - mükemmel. bu kadar az yakan bu kadar az masraflı araba. multijet2 ile şu anda genel ortalamam 4.8 lt/100 km şeklinde. 80 km sabit gideyim derseniz 3.5 lt ve aşağısını görebilirsiniz.tasarım - fena değil. araç boya kalitesi kötü. boya kalınlığı ince, en ufak sürtmede kalkıyor. araç ön tampon bir kaza anında kartondan beter parçalanacak gibi duruyor, tutucuları eğreti duruyor. ama bu araba sizi kazada öldürmez yani onu da söyleyeyim, ancak masrafı çok olur.motor - 1,3 ten alınan tork-ivmelenme 2.500 devir üzerinde çok güzel. eski linealara göre daha hızlı bir araç olmuş.şasi - arka akslar bir borudan hallice. kötü. neyle kıyasladığınıza bağlıfiyat - ben 60.000 tl ye aldım. nakit. bu fiyata daha ucuz dizel araç zor. hız sabitleyici, yokuş kalkış desteği, bluetooth-usb li dokunmatik radyo, lastik basınç ölçer, viraja dönerken virajı aydınlatan sisler, otomatik kontak gibi artıları da olunca, bana uygun geldi. ağır hasar kayıtlı linea aracımla takas edince karlı çıktım.bunun dışında başıma bugün bir olay geldi. sonucuna göre editleyeceğim.düz yolda giderken aracın lastik basınç sensörü, kaygan yol tutuş ve motor sensörleri yandı bir anda! aracın gidişinde en ufak bir sıkıntı yok. direk en yakın servise götürdüm. gün boyunca çözemediler. bana yedek bir araç veriyorlar, mazotunu karşılayacağım, araç servis süresince bende kalacak.hayırlısı diyorum, forumlara baktım bu şekilde arıza veren araçlar var. egea'da kronik bir sorun mudur, anlayacağız yakında.edit : bir gün içinde tamir oldu. egzos sensörü arızalıymış, garantiden değişti. hayırlısı diyorum.","['bir', '1.3', 'egea', 'sedan', 'manuel', 'vites', 'sahibi', 'olarak', 'söz', 'hakkım', 'olduğunu', 'düşündüğüm', 'araçtır.yakıt', 'performansı', 'mükemmel', 'kadar', 'yakan', 'kadar', 'masraflı', 'araba', 'multijet2', 'anda', 'genel', 'ortalamam', '4.8', 'lt/100', 'km', 'şeklinde', '80', 'km', 'sabit', 'gideyim', 'derseniz', '3.5', 'lt', 'aşağısını', 'görebilirsiniz.tasarım', 'fena', 'değil', 'araç', 'boya', 'kalitesi', 'kötü', 'boya', 'kalınlığı', 'ince', 'ufak', 'sürtmede', 'kalkıyor', 'araç', 'ön', 'tampon', 'bir', 'kaza', 'anında', 'kartondan', 'beter', 'parçalanacak', 'duruyor', 'tutucuları', 'eğreti', 'duruyor', 'araba', 'sizi', 'kazada', 'öldürmez', 'onu', 'söyleyeyim', 'ancak', 'masrafı', 'olur.motor', '1,3', 'ten', 'alınan', 'tork-ivmelenme', '2.500', 'devir', 'üzerinde', 'güzel', 'eski', 'linealara', 'göre', 'hızlı', 'bir', 'araç', 'olmuş.şasi', 'arka', 'akslar', 'bir', 'borudan', 'hallice', 'kötü', 'neyle', 'kıyasladığınıza', 'bağlıfiyat', 'ben', '60.000', 'tl', 'ye', 'aldım', 'nakit', 'fiyata', 'ucuz', 'dizel', 'araç', 'zor', 'hız', 'sabitleyici', 'yokuş', 'kalkış', 'desteği', 'bluetooth-usb', 'li', 'dokunmatik', 'radyo', 'lastik', 'basınç', 'ölçer', 'viraja', 'dönerken', 'virajı', 'aydınlatan', 'sisler', 'otomatik', 'kontak', 'artıları', 'olunca', 'bana', 'uygun', 'geldi', 'ağır', 'hasar', 'kayıtlı', 'linea', 'aracımla', 'takas', 'edince', 'karlı', 'çıktım.bunun', 'dışında', 'başıma', 'bugün', 'bir', 'olay', 'geldi', 'sonucuna', 'göre', 'editleyeceğim.düz', 'yolda', 'giderken', 'aracın', 'lastik', 'basınç', 'sensörü', 'kaygan', 'yol', 'tutuş', 'motor', 'sensörleri', 'yandı', 'bir', 'anda', 'aracın', 'gidişinde', 'ufak', 'bir', 'sıkıntı', 'yok', 'direk', 'yakın', 'servise', 'götürdüm', 'gün', 'boyunca', 'çözemediler', 'bana', 'yedek', 'bir', 'araç', 'veriyorlar', 'mazotunu', 'karşılayacağım', 'araç', 'servis', 'süresince', 'bende', 'kalacak.hayırlısı', 'diyorum', 'forumlara', 'baktım', 'şekilde', 'arıza', 'veren', 'araçlar', 'var', ""egea'da"", 'kronik', 'bir', 'sorun', 'mudur', 'anlayacağız', 'yakında.edit', 'bir', 'gün', 'içinde', 'tamir', 'oldu', 'egzos', 'sensörü', 'arızalıymış', 'garantiden', 'değişti', 'hayırlısı', 'diyorum']"
fiat egea,52,fiat egea,7,"60.000 tl be öeh... 5-6 yaşında bmw 316i alınır o parayla, hem de 100.000'in gayet altında. ha geniş aile aracı mı istiyorsun? peugeot 508 sw alınır keza 3-4 yaşında düşük km'li; navigasyon, cam tavan, vs, yayla gibi zaten..ben bu sıfır araba alma meraklılarını, özellikle de filo arabası olacak tipteki arabaları (fluence, 301/c-elysee*, linea, clio, vs) şahsi araç olarak alanları anlamıyorum arkadaş. öküz gibi para bayılıp tenekeye binmenin nasıl bir avantajı var acaba...","['60.000', 'tl', 'be', 'öeh', '...', '5-6', 'yaşında', 'bmw', '316i', 'alınır', 'parayla', ""100.000'in"", 'gayet', 'altında', 'ha', 'geniş', 'aile', 'aracı', 'istiyorsun', 'peugeot', '508', 'sw', 'alınır', 'keza', '3-4', 'yaşında', 'düşük', ""km'li"", 'navigasyon', 'cam', 'tavan', 'vs', 'yayla', 'zaten', '..', 'ben', 'sıfır', 'araba', 'alma', 'meraklılarını', 'özellikle', 'filo', 'arabası', 'olacak', 'tipteki', 'arabaları', 'fluence', '301/c-elysee', 'linea', 'clio', 'vs', 'şahsi', 'araç', 'olarak', 'alanları', 'anlamıyorum', 'arkadaş', 'öküz', 'para', 'bayılıp', 'tenekeye', 'binmenin', 'bir', 'avantajı', 'var', '...']"
fiat egea,52,fiat egea,8,"1,6 dizel otomatik kombinasyonu için diyeceğim bir şey yok zaten fiyatta makul değil ama 1,3 multijeti lineadan çok farklı değildir. 60 küsür binden bahsetmiş arkadaş evet piyasa yükseldi ama bu araca bu para yazık doğrusu.","['1,6', 'dizel', 'otomatik', 'kombinasyonu', 'diyeceğim', 'bir', 'yok', 'zaten', 'fiyatta', 'makul', 'değil', '1,3', 'multijeti', 'lineadan', 'farklı', 'değildir', '60', 'küsür', 'binden', 'bahsetmiş', 'arkadaş', 'evet', 'piyasa', 'yükseldi', 'araca', 'para', 'yazık', 'doğrusu']"
