Araç,Sayfa,Başlık,Entry No,Entry Metni,Lemmatize Entry Metni
fiat egea,50,fiat egea,2,(bkz: araba hakkında yorum yazayım derken bitirme tezi yazmak),( bkz : araba hakkında yorum yazayım derken bitirme tezi yazmak )
fiat egea,50,fiat egea,3,(bkz: yok ebesinin amı ali sami),( bkz : yok ebesinin a mı ali sami )
fiat egea,50,fiat egea,4,(bkz: devamını okuyayım) butonuna basma gafletinde bulunmak,( bkz : devamını okuyayım ) butonuna basma gafletinde bulunmak
fiat egea,50,fiat egea,5,kitapçığında bile bu kadar yazı bulunmayan araba.,kitapçığında bile bu kadar yazı bulunmayan araba .
fiat egea,50,fiat egea,6,(bkz: ilk 45 yılı hızlı geçmişti aslında),( bkz : ilk 45 yılı hızlı geçmişti aslında )
fiat egea,50,fiat egea,7,olası terrör saldırılarında kullanılcağı mesaj gruplarında gezen araba markası olunca trafikte gördüğümde tedirginlik uyandıran otomobildir.,olası terör saldırılarında kullanılacağı mesaj gruplarında gezen araba markası olunca trafikte gördüğümde tedirginlik uyandıran otomobildir .
fiat egea,50,fiat egea,8,"iyi, güzel bir yazı da çocuk güvenliği konusunda alınan puanın çabukça geçiştirildiği ve çıtçıtlı vites kolunun genel görünümüne hiç değinilmeden üzerindeki fontlardan bahsedilip geçiştirildiği bölümler bu yazının genelindeki kaliteyi yansıtıyor mu sizce? bir otomobildeçıtçıtlı bir şeyin estetik olma gibi bir ihtimali cidden var mı sizce?çıtçıtlı vites koluçıtçıtlı vites kolu devamkenar hatları ve düğme yerleşimleriyle antika radyolara benzeyen ekranın kenarları oval şekli de genel estetik çizgilerle kıyaslandığında fazla yuvarlak ve güçlü, keskin olmaktan uzak görünmüyor mu fiat 500 gibi yuvarlak araçlarla kıyaslandığında daha ağır bir tavrı olması gereken bir sedanda?arkadan görünüm konusunu da katılmıyorum zira farların kenar hatlar boyunca incelen cılız yapısı genel işleve zarar vermiyor olsa da estetik açıdan gözün alıştığı ""büyük göz"" algısına ve tokluk beklentilerine oldukça uzak. o yüzden de araç önden görece daha iyi olsa da arkadan heybeti çalınmış, sedandan çok arka stopların ince ve cılız yapısı gibi yola kıyısından tutunan silik ve karaktersiz bir görünüm ortaya koyuyor.aracın fiyatı konusuna hiç değinmiyorum bile çünkü baz model ve 1.3 vesiyonlar dışındaki seçenkler bu malzeme kalitesi ve yerli üretim bir araca göre oldukjça faiş.son olarak da 130 km hızı geçince güvende değil hissi vermesi fiat linea ile bu noktada pek de bir farkının olmadığını gösterdiğinden bu paraya bu araba çok saçma algısı ne yazık ki pekişerek devam ediyor.bunlar dışında yerli üretim, gelecek vizyonu vs konularına katılmayı ben de çok isterdim ancak yazıda 80-90 arası yerli üretimler için söylenenler bu dönem için de aynı şekilde devam ediyor. fiatın multijet motorlardaki gelişiminin taşınması dışında ne değişmiş yerli otomobilde? arka cam otomatiği bile olmayan, sadece iki hava yastığıyla satılan bir otomobili bu paraya ancak bu diye kakalamak aklın ve mantığın dışında başka alanlardan besleniyor olmalı. lineada bunu yapan tofaş, egeada piyasa ortalamalarının hiç de altında olmayan fiyatlarla araba satmak dışında yeni ne üretmiş, yerli üretimin geleceği adına ne ortaya koymuş? cidden merak ediyorum; bu arabayı motoru, bir miktar daha geniş iç mekan ve yedek parçasının ve servisinin çok pahalı olmaması dışında bir sebeple alan var mıdır?bugünün otomobil piyasasında sadece bu niteliklerle satın alınan bir otomobil iyi bir otomobil olabilir mi?","iyi , güzel bir yazı da çocuk güvenliği konusunda alınan puanın çabukça geciştirildiği ve çıtçıtlı vites kolunun genel görünümüne hiç değinilmeden üzerindeki fontlardan bahsedilip geciştirildiği bölümler bu yazının genelindeki kaliteyi yansıtıyor mu sizce ? bir otomobildecitçitli bir şeyin estetik olma gibi bir ihtimali cidden var mı sizce ? çıtçıtlı vites kolucitçitli vites kolu devamkenar hatları ve düğme yerleşimleriyle antika radyolara benzeyen ekranın kenarları oval şekli de genel estetik çizgilerle kıyaslandığında fazla yuvarlak ve güçlü , keskin olmaktan uzak görünmüyor mu fiat 500 gibi yuvarlak araçlarla kıyaslandığında daha ağır bir tavrı olması gereken bir sedanda ? arkadan görünüm konusunu da katılmıyorum zira farların kenar hatlar boyunca incelen cılız yapısı genel işleve zarar vermiyor olsa da estetik açıdan gözün alıştığı "" büyük göz "" algısına ve tokluk beklentilerine oldukça uzak . o yüzden de araç önden görece daha iyi olsa da arkadan heybeti çalınmış , sedandan çok arka stopların ince ve cılız yapısı gibi yola kıyısından tutunan silik ve karaktersiz bir görünüm ortaya koyuyor . aracın fiyatı konusuna hiç değinmiyorum bile çünkü baz model ve 1.3 versiyonlar dışındaki seçenekler bu malzeme kalitesi ve yerli üretim bir araca göre oldukça faiz . son olarak da 130 km hızı geçince güvende değil hissi vermesi fiat linea ile bu noktada pek de bir farkının olmadığını gösterdiğinden bu paraya bu araba çok saçma algısı ne yazık ki pekişerek devam ediyor . bunlar dışında yerli üretim , gelecek vizyonu vs konularına katılmayı ben de çok isterdim ancak yazıda 80-90 arası yerli üretimler için söylenenler bu dönem için de aynı şekilde devam ediyor . fiatın multijet motorlardaki gelişiminin taşınması dışında ne değişmiş yerli otomobilde ? arka cam otomatiği bile olmayan , sadece iki hava yastığıyla satılan bir otomobili bu paraya ancak bu diye kakalamak aklın ve mantığın dışında başka alanlardan besleniyor olmalı . lineada bunu yapan tofaş , egiada piyasa ortalamalarının hiç de altında olmayan fiyatlarla araba satmak dışında yeni ne üretmiş , yerli üretimin geleceği adına ne ortaya koymuş ? cidden merak ediyorum ; bu arabayı motoru , bir miktar daha geniş iç mekan ve yedek parçasının ve servisinin çok pahalı olmaması dışında bir sebeple alan var mıdır ? bugünün otomobil piyasasında sadece bu niteliklerle satın alınan bir otomobil iyi bir otomobil olabilir mi ?"
fiat egea,50,fiat egea,9,"yerli üretim diye bize yutturulan, italyada (bkz: fiat tipo) olarak satışa çıkan araba","yerli üretim diye bize yutturulan , italyada ( bkz : fiat tipo ) olarak satışa çıkan araba"
fiat egea,50,fiat egea,10,onu bunu bilmem de hakkinda 11951 kelimelik yazi yazilacak bir araba degildir.,onu bunu bilmem de hakkında 11951 kelimelik yazı yazılacak bir araba değildir .
fiat egea,51,fiat egea,1,"bence artık herhangi bir yorum yazmaya gerek kalmamış otomobil. yazıda sıkça bahsedilen sergio marchionne'ye sorsak bu kadar bilgi veremez. siz de hala gelip burada yok istanbul trafiğinde şöyle, yok ses geliyor yazıp gidin:) kısmetse 2017'de araba almayı düşünen bana sevabı günahıyla, böyle yakın tarih bilgileri de içeren enrtyler girin kardeşim...emeğe saygı diyorum başka bir şey diyemiyorum. bir de tanımlama da yapmak gerekirse, bence oldukça iyi tasarıma sahip, yakıt tasarrufu konusunda da şüphe gerektirmeyecek bir otomobil. bu rakamlarda araç alma imkanım olursa ya ucuz servis, az yakıt tüketimi sebebiyle bu ya da daha güvenilir olması sebebiyle jazz alırım...","bence artık herhangi bir yorum yazmaya gerek kalmamış otomobil . yazıda sıkça bahsedilen sergio marchionneye sorsak bu kadar bilgi veremez . siz de hala gelip burada yok istanbul trafiğinde söyle , yok ses geliyor yazıp gidin :) kısmetse 2017'de araba almayı düşünen bana sevabı günahıyla , böyle yakın tarih bilgileri de içeren enrtyler girin kardeşim ... emeğe saygı diyorum başka bir şey diyemiyorum . bir de tanımlama da yapmak gerekirse , bence oldukça iyi tasarıma sahip , yakıt tasarrufu konusunda da şüphe gerektirmeyecek bir otomobil . bu rakamlarda araç alma imkanım olursa ya ucuz servis , az yakıt tüketimi sebebiyle bu ya da daha güvenilir olması sebebiyle jazz alırım ..."
fiat egea,51,fiat egea,2,fiat'ın rahat araçlarından birisi değildir.,fiat'ın rahat araçlarından biri değildir .
fiat egea,51,fiat egea,3,uzun diye dalga geçtiğiniz yazı egea'yı tasvir açısından oldukça iyi ve değerli bir yazı ama her şeyden önce dizellerde resmen bir devrim niteliğinde buluş olan common rail sistemini anlatma açısından ise şahaser değerinde bir yazı.sayın agleonema'ya sonsuz teşekkürler.,uzun diye dalga geçtiğiniz yazı egea'yı tasvir açısından oldukça iyi ve değerli bir yazı ama her şeyden önce dizellerde resmen bir devrim niteliğinde buluş olan common rail sistemini anlatma açısından ise şaheser değerinde bir yazı . sayın agleonema'ya sonsuz teşekkürler .
fiat egea,51,fiat egea,4,yüksek vergi oranları ve satış politikaları sonucu oluşan saçma salak otomotiv piyasamızda değer gören bir başka abdurrahman çelebi.,yüksek vergi oranları ve satış politikaları sonucu oluşan saçma salak otomotiv piyasamızda değer gören bir başka abdurrahman çelebi .
fiat egea,51,fiat egea,5,"aracım servisteyken kasko firması bir haftalığına bu arabanın 1.3 dizel motorlu modelini verdi, kullanmam için. benim aracım skoda rapid spaceback 1.2 model benzinli. iki aracı karşılaştırıldığımda, artıları: yakıt tüketimi, bagaj hacmi, ivmelenme.eksileri: görüş açısı, motor sesi, 100 km üzerinde güvensizlik hissi, multimedya konsolunun konumu, dışardan hayvan gibi görünen kasanın içinin kıç kadar olması (iç hacim). not: bu entrideki yargılar tamamen kişisel yorumların ürünüdür. tanım: az yakan çok bağıran araba.","aracım servisteyken kasko firması bir haftalığına bu arabanın 1.3 dizel motorlu modelini verdi , kullanmam için . benim aracım skoda rapid spaceback 1.2 model benzinli . iki aracı karşılaştırıldığımda , artıları : yakıt tüketimi , bagaj hacmi , ivmelenme . eksileri : görüş açısı , motor sesi , 100 km üzerinde güvensizlik hissi , multimedya konsolunun konumu , dışarıdan hayvan gibi görünen kasanın içinin kıç kadar olması ( iç hacim ) . not : bu entarideki yargılar tamamen kişisel yorumların ürünüdür . tanım : az yakan çok bağıran araba ."
fiat egea,51,fiat egea,6,(bkz: ertuğrul gazi'den bugüne fiat egea),( bkz : ertuğrul gazi'den bugüne fiyat eğer )
fiat egea,51,fiat egea,7,"(bkz: fiat egea günlükleri)(bkz: egea destanı)adam ana hatlarıyla anlatayım diye düşünüp başlamış,kılcal damarına sonra da atomuna inmiş.","( bkz : fiyat eğer günlükleri ) ( bkz : eğer destanı ) adam ana hatlarıyla anlatayım diye düşünüp başlamış , kılcal damarına sonra da atomuna inmiş ."
fiat egea,51,fiat egea,8,"öncelikle herhangi bir şeyi kötülemek noktasında ikinci defa düşünenlerdenim. kiralık araçlarımızdan olduğu için aracı bir hayli deneme fırsatım da oldu. düne kadar bu araç için hep fiat gibi durmuyor diyerek aracı överdim .fakat dün karda düşük hızla(20-30 km/sa) kayan araç, demir bir profile çarptı diye bu kadar mı hasar görür arkadaş! bildiğin çamurluk karton gibi katlandı, ön tampon ve far değişmesi gerekecek kadar hasar aldı. bağlantı noktaları desen vidalar tenekeyi yırtar gibi yırttı. özet olarak konfor, yer tutuş ve diğer özellikler açısından iyi sayılsa da herhangi bir kaza durumunda sizi güvende tutmayacak bir araç olduğunu söyleyebilirim. fakat yine de aracın güvenlik testlerine bakıp öyle karar vermeniz daha iyi olacaktır.","öncelikle herhangi bir şeyi kötülemek noktasında ikinci defa düşünenlerdenim . kiralık araçlarımızdan olduğu için aracı bir hayli deneme fırsatım da oldu . düne kadar bu araç için hep fiyat gibi durmuyor diyerek aracı överdim . fakat dün karda düşük hızla ( 20-30 km / şa ) kayan araç , demir bir profile çarptı diye bu kadar mı hasar görür arkadaş ! bildiğin çamurluk karton gibi katlandı , ön tampon ve far değişmesi gerekecek kadar hasar aldı . bağlantı noktaları desen vidalar tenekeyi yırtar gibi yırttı . özet olarak konfor , yer tutuş ve diğer özellikler açısından iyi sayılsa da herhangi bir kaza durumunda sizi güvende tutmayacak bir araç olduğunu söyleyebilirim . fakat yine de aracın güvenlik testlerine bakıp öyle karar vermeniz daha iyi olacaktır ."
fiat egea,51,fiat egea,9,"avrupa piyasasına ""tipo"" adı altında sunulan ve üretiminin bursa'da bulunan tofaş fabrikasında yapıldığı araç. mesleğim gereği üretim hatlarını gözlemleme fırsatı buldum. oldukça temiz ve güzel tasarlanmış üretim hatları mevcut. ek olarak araçla yaklaşık 400 km yol yapma fırsatı buldum. otomatik şanzıman için vites geçişleri gayet iyi. ancak kullanım şeklinize göre arabanın verdiği tepkiler değişkenlik gösterebiliyor. 1.6 16v e-torq at6 modeli için tork değeri açıkçası kullanım esnasında beni tatmin etmedi. daha detay bilgi için (bkz: fiat egea teknik özellikler)edit: imla","avrupa piyasasına "" tipo "" adı altında sunulan ve üretiminin bursa'da bulunan tofaş fabrikasında yapıldığı araç . mesleğim gereği üretim hatlarını gözlemleme fırsatı buldum . oldukça temiz ve güzel tasarlanmış üretim hatları mevcut . ek olarak araçla yaklaşık 400 km yol yapma fırsatı buldum . otomatik şanzıman için vites geçişleri gayet iyi . ancak kullanım şeklinize göre arabanın verdiği tepkiler değişkenlik gösterebiliyor . 1.6 16v e-torq at6 modeli için tork değeri açıkçası kullanım esnasında beni tatmin etmedi . daha detay bilgi için ( bkz : fiyat eğer teknik özellikler ) edit : imla"
fiat egea,51,fiat egea,10,(bkz: türkiye’nin yeni ithal ikamesi)nden öncesini okumadım.,( bkz : türkiyenin yeni ithal ikamesi ) nden öncesini okumadım .
fiat egea,52,fiat egea,1,(bkz: gürses fiat personeli),( bkz : gürses fiyat personeli )
fiat egea,52,fiat egea,2,"(#64739237) bu arkadas mali mulku sat, fiat egea ya yatir dese tek kelime etmem.","( #64739237 ) bu arkadaş malı mülkü sat , fiyat eğer ya yatır dese tek kelime etmem ."
fiat egea,52,fiat egea,3,guzel arabadır,güzel arabadır
fiat egea,52,fiat egea,4,üstteki doktora tezini okuduktan sonra 5 tane birden almaya karar verdiğim araç.,üstteki doktora tezini okuduktan sonra 5 tane birden almaya karar verdiğim araç .
fiat egea,52,fiat egea,5,bundan önceki arabam puntoydu zamanında f/p açısından o segmentteki en iyi araçtı ayrıca italyan üretimidir.fiat ın italyan üretimi araçlarını korkmadan alabilirisiniz ama linea egea gibi türkiye üretimi araçlar gerçekten çöp tenekesidir.,bundan önceki arabam puntoydu zamanında f / p açısından o segmentteki en iyi araçtı ayrıca italyan üretimidir . fiatın italyan üretimi araçlarını korkmadan bulabilirsiniz ama linea ağa gibi türkiye üretimi araçlar gerçekten çöp tenekesidir .
fiat egea,52,fiat egea,6,"bir 1.3 egea sedan manuel vites sahibi olarak söz hakkım olduğunu düşündüğüm araçtır.yakıt performansı - mükemmel. bu kadar az yakan bu kadar az masraflı araba. multijet2 ile şu anda genel ortalamam 4.8 lt/100 km şeklinde. 80 km sabit gideyim derseniz 3.5 lt ve aşağısını görebilirsiniz.tasarım - fena değil. araç boya kalitesi kötü. boya kalınlığı ince, en ufak sürtmede kalkıyor. araç ön tampon bir kaza anında kartondan beter parçalanacak gibi duruyor, tutucuları eğreti duruyor. ama bu araba sizi kazada öldürmez yani onu da söyleyeyim, ancak masrafı çok olur.motor - 1,3 ten alınan tork-ivmelenme 2.500 devir üzerinde çok güzel. eski linealara göre daha hızlı bir araç olmuş.şasi - arka akslar bir borudan hallice. kötü. neyle kıyasladığınıza bağlıfiyat - ben 60.000 tl ye aldım. nakit. bu fiyata daha ucuz dizel araç zor. hız sabitleyici, yokuş kalkış desteği, bluetooth-usb li dokunmatik radyo, lastik basınç ölçer, viraja dönerken virajı aydınlatan sisler, otomatik kontak gibi artıları da olunca, bana uygun geldi. ağır hasar kayıtlı linea aracımla takas edince karlı çıktım.bunun dışında başıma bugün bir olay geldi. sonucuna göre editleyeceğim.düz yolda giderken aracın lastik basınç sensörü, kaygan yol tutuş ve motor sensörleri yandı bir anda! aracın gidişinde en ufak bir sıkıntı yok. direk en yakın servise götürdüm. gün boyunca çözemediler. bana yedek bir araç veriyorlar, mazotunu karşılayacağım, araç servis süresince bende kalacak.hayırlısı diyorum, forumlara baktım bu şekilde arıza veren araçlar var. egea'da kronik bir sorun mudur, anlayacağız yakında.edit : bir gün içinde tamir oldu. egzos sensörü arızalıymış, garantiden değişti. hayırlısı diyorum.","bir 1.3 eğer sedan manuel vites sahibi olarak söz hakkım olduğunu düşündüğüm araçtır . yakıt performansı - mükemmel . bu kadar az yakan bu kadar az masraflı araba . Multijet ile şu anda genel ortalamam 4.8 lt / 100 km şeklinde . 80 km sabit gideyim derseniz 3.5 lt ve aşağısını görebilirsiniz . tasarım - fena değil . araç boya kalitesi kötü . boya kalınlığı ince , en ufak sürtmede kalkıyor . araç ön tampon bir kaza anında kartondan beter parçalanacak gibi duruyor , tutucuları eğreti duruyor . ama bu araba sizi kazada öldürmez yani onu da söyleyeyim , ancak masrafı çok olur . motor - 1,3 ten alınan tork-ivmelenme 2.500 devir üzerinde çok güzel . eski linealara göre daha hızlı bir araç olmuş . şaşı - arka akslar bir borudan hallice . kötü . neyle kıyasladığınıza bağlıfiyat - ben 60.000 tl ye aldım . nakit . bu fiyata daha ucuz dizel araç zor . hız sabitleyici , yokuş kalkış desteği , bluetooth-usb li dokunmatik radyo , lastik basınç ölçer , viraja dönerken virajı aydınlatan şişler , otomatik kontak gibi artıları da olunca , bana uygun geldi . ağır hasar kayıtlı linea aracımla takas edince karlı çıktım . bunun dışında başıma bugün bir olay geldi . sonucuna göre eşitleyeceğim . düz yolda giderken aracın lastik basınç sensörü , kaygan yol tutuş ve motor sensörleri yandı bir anda ! aracın gidişinde en ufak bir sıkıntı yok . direk en yakın servise götürdüm . gün boyunca çözemediler . bana yedek bir araç veriyorlar , mazotunu karşılayacağım , araç servis süresince bende kalacak . hayırlısı diyorum , forumlara baktım bu şekilde arıza veren araçlar var . egea'da kronik bir sorun mudur , anlayacağız yakında . edit : bir gün içinde tamir oldu . egzos sensörü arızalıymış , garantiden değişti . hayırlısı diyorum ."
fiat egea,52,fiat egea,7,"60.000 tl be öeh... 5-6 yaşında bmw 316i alınır o parayla, hem de 100.000'in gayet altında. ha geniş aile aracı mı istiyorsun? peugeot 508 sw alınır keza 3-4 yaşında düşük km'li; navigasyon, cam tavan, vs, yayla gibi zaten..ben bu sıfır araba alma meraklılarını, özellikle de filo arabası olacak tipteki arabaları (fluence, 301/c-elysee*, linea, clio, vs) şahsi araç olarak alanları anlamıyorum arkadaş. öküz gibi para bayılıp tenekeye binmenin nasıl bir avantajı var acaba...","60.000 tl be oha ... 5-6 yaşında bmw 316ı alınır o parayla , hem de 100.000'in gayet altında . ha geniş aile aracı mı istiyorsun ? peugeot 508 sw alınır keza 3-4 yaşında düşük km'li ; navigasyon , cam tavan , vs , yayla gibi zaten . . ben bu sıfır araba alma meraklılarını , özellikle de filo arabası olacak tipteki arabaları ( fluence , 301 / c-elysee * , linea , clio , vs ) şahsi araç olarak alanları anlamıyorum arkadaş . öküz gibi para bayılıp tenekeye binmenin nasıl bir avantajı var acaba ..."
fiat egea,52,fiat egea,8,"1,6 dizel otomatik kombinasyonu için diyeceğim bir şey yok zaten fiyatta makul değil ama 1,3 multijeti lineadan çok farklı değildir. 60 küsür binden bahsetmiş arkadaş evet piyasa yükseldi ama bu araca bu para yazık doğrusu.","1,6 dizel otomatik kombinasyonu için diyeceğim bir şey yok zaten fiyatta makul değil ama 1,3 multijeti lineadan çok farklı değildir . 60 küsür binden bahsetmiş arkadaş evet piyasa yükseldi ama bu araca bu para yazık doğrusu ."
fiat egea,52,fiat egea,9,"ne idüğü belirsiz 2. el araba fiyatlarının yüksekliği nedeniyle c sınıfında alınabilecek f/p gamındaki en uygun araçlardan birisidir.fiestamı sattıktan sonra sıfır araç arayışında bütçeme uygun iki araç vardı. birisi toledo 1.2 tsi benzinli diğeri egea 1.3 urban. toledo kafama çok yatsa da doğuş otonun müşterisini taşşağına takmaması, pazarlık yapmaması, 0 faizli kredi vermemesi nedeniyle seçimimi egea'dan yana kullandım. seat'tan kredi kullansaydım 57 bin liralık araç 61 bine geliyordu. öğretmenler günü indirimi ve peder beyin ikna edici pazarlık teknikleriyle baya da iyi fiyata aldık. adamlar iki öğün karnımızı da doyurdular. en uygun sigortayı da yaptılar daha ne olsun. en düşük sigorta teklifi 1100 liraydı adamlar 700 liraya yaptırdılar. 64.500 'e 1.3 mj2 urban paket metalik (gümüş gri) renk aracımı alalı 1 ay oldu. araç şu anda 1500 km'de. ivmelenmesi güzel. araçta; hız sabitleme, dijital klima, direksiyonda city mode, abs, esp, asr, lastik basınç kontrolü özellikleri ve en önemlisi mj 2 motoru olması güzel. bakımları pahalı değil, yedek parçası bol. 5. vites 3000 devirde 130-135 km hız yapıyor. rüzgar sesi 140'tan sonra biraz hissediliyor. süspansiyonlar lokum gibi. virajlarda yanlamıyor fazla. yakıt tüketimi 5.6 l yarısı uzun yol yarısı şehir içi sayılır. *keşke 1.6 mj ya da hb urban plus alsaymışım dediğim oluyor bazen ama olan oldu artık. hb urban plusta adaptif cruise control var artı olarak. linea da kullandım ama alakası yok bu arada iki aracın. sorularınızı alabilirim.","ne iduğu belirsiz 2. el araba fiyatlarının yüksekliği nedeniyle c sınıfında alınabilecek f / p gamındaki en uygun araçlardan biridir . fiestamı sattıktan sonra sıfır araç arayışında bütçeme uygun iki araç vardı . biri toledo 1.2 tsı benzinli diğeri eğer 1.3 urban . toledo kafama çok yatsa da doğuş otonun müşterisini taslağına takmaması , pazarlık yapmaması , 0 faizli kredi vermemesi nedeniyle seçimimi egea'dan yana kullandım . seattan kredi kullansaydım 57 bin liralık araç 61 bine geliyordu . öğretmenler günü indirimi ve peder beyin ikna edici pazarlık teknikleriyle baya da iyi fiyata aldık . adamlar iki öğün karnımızı da doyurdular . en uygun sigortayı da yaptılar daha ne olsun . en düşük sigorta teklifi 1100 liraydı adamlar 700 liraya yaptırdılar . 64.500 ' e 1.3 mj2 urban paket metalik ( gümüş gri ) renk aracımı alalı 1 ay oldu . araç şu anda 1500 km'de . ivmelenmesi güzel . araçta ; hız sabitleme , dijital klima , direksiyonda city mode , abs , esp , isra , lastik basınç kontrolü özellikleri ve en önemlisi mj 2 motoru olması güzel . bakımları pahalı değil , yedek parçası bol . 5. vites 3000 devirde 130-135 km hız yapıyor . rüzgar sesi 140'tan sonra biraz hissediliyor . süspansiyonlar lokum gibi . virajlarda yanlamıyor fazla . yakıt tüketimi 5.6 l yarışı uzun yol yarışı şehir içi sayılır . * keşke 1.6 mj ya da hb urban plus alsaymışım dediğim oluyor bazen ama olan oldu artık . hb urban plusta adaptif cruise control var artı olarak . linea da kullandım ama alakası yok bu arada iki aracın . sorularınızı alabilirim ."
fiat egea,52,fiat egea,10,"bellir bir dönem f/p oranı sebebi ile kullandığım araçtır. ama 1.4 benzinli versiyonunu almanızı tavsiye etmem, kullandığım süre boyunca aracı bir türlü sahiplenemedim. dışarıdan baktığımda çok hoşuma gitsede içi istenilen keyfi vermemiştir.","belli bir dönem f / p oranı sebebi ile kullandığım araçtır . ama 1.4 benzinli versiyonunu almanızı tavsiye etmem , kullandığım süre boyunca aracı bir türlü sahiplenemedim . dışardan baktığımda çok hoşuma gişede içi istenen keyfi vermemiştir ."
fiat egea,53,fiat egea,1,"otomotiv distribütörleri derneği'nin yayımladığı 2016 yıl sonu pazar - model dökümleri listesine göre, c1 segmentte yer alan egea sedan modeli 34.755 satış adedi ile 2016 yılında en çok satan binek otomobil modeli olmuştur.","otomotiv distribütörleri derneği'nin yayımladığı 2016 yıl sonu pazar - model dökümleri listesine göre , c1 segmentte yer alan ege sedan modeli 34.755 satış adedi ile 2016 yılında en çok satan binek otomobil modeli olmuştur ."
fiat egea,53,fiat egea,2,"baz modelinde arka koltuklarının yatmıyor olduğunu, geçirdiğimiz bir kaza sonrası bagajın yarısına kadar içerisine girmesinden dolayı bavullarımızı, koltukları yatırarak içeriden almaya çalıştığımızda öğrendiğimiz otomobil.aynı durum lounge paketinde de geçerli midir bilmiyorum ama eğer öyleyse beklentilerin bir çok anlamda gerisinde kalan bir otomobilde bir saçmalık daha gerçekleşmiş olur. baz egea alıp, koltuklarını yatıramamaktan dolayı bagaj hacminin artırılamaması kadar saçma ne vardır, bilmiyorum. 2012 model baz lineada yatırılıyor bu arada.baz modelde bagaj kapağı açmak için bagaj kapağı üzerinde düğme yokken ve bagaj iç konsoldaki düğmeden ya da kumandadan açılabiliyorken, lounge pakette kapak üzerinde de düğme bulunuyor.bu nasıl bir donanım anlayışıdır, anlayabilmek mümkün değil.klasik fiattan uzaklaşıldı, iyi birşeyler geldi diyorduk ama; klasik fiat.egea bazı konularda lineanın bile gerisinde kalmış.","baz modelinde arka koltuklarının yatmıyor olduğunu , geçirdiğimiz bir kaza sonrası bagajın yarısına kadar içerisine girmesinden dolayı bavullarımızı , koltukları yatırarak içeriden almaya çalıştığımızda öğrendiğimiz otomobil . aynı durum lounge paketinde de geçerli midir bilmiyorum ama eğer öyleyse beklentilerin bir çok anlamda gerisinde kalan bir otomobilde bir saçmalık daha gerçekleşmiş olur . baz eğer alıp , koltuklarını yatıramamaktan dolayı bagaj hacminin artırılamaması kadar saçma ne vardır , bilmiyorum . 2012 model baz lineada yatırılıyor bu arada . baz modelde bagaj kapağı açmak için bagaj kapağı üzerinde düğme yokken ve bagaj iç konsoldaki düğmeden ya da kumandadan açılabiliyorken , lounge pakette kapak üzerinde de düğme bulunuyor . bu nasıl bir donanım anlayışıdır , anlayabilmek mümkün değil . klasik fiattan uzaklaşıldı , iyi birşeyler geldi diyorduk ama ; klasik fiyat . eğer bazı konularda lineanın bile gerisinde kalmış ."
fiat egea,53,fiat egea,3,ford mustang'in 2 yıldız aldığı bir testten baz donanımlısı 3 güvenlik paketlisi 4 yıldız almıştır. demek ki güvenlik paketli egea alırsın ford olursun lord mustang'den iki kat güvenli ahdsajshdbajsdh... evet sözlükçüler ne diyorsunuz bu işe?,ford mustangın 2 yıldız aldığı bir testten baz donanımlısı 3 güvenlik paketlisi 4 yıldız almıştır . demek ki güvenlik paketli eğer alırsın ford olursun lord Mustang'ken iki kat güvenli ahdsajshdbajsdh ... evet sözlükçüler ne diyorsunuz bu işe ?
fiat egea,53,fiat egea,4,"geçtim rakip marka araçarı fiat punto'nun 12 yıl önce 5 yıldız aldığı testte beş yıldızı alamamış araçtır.şimdi ""o yıllardaki ncap kriterleri şimdiye göre daha kolaydı yea"" diyenler olacak.yani bu da şu demek oluyor: o zaman marka 11-12 yıl boyunca, ncap kriterleri daha da zorlu hale gelirken güvenlik olarak yerinde saymış.yakıtını, performansını bir kenara bırakın.kim ne derse desin bu araç güvenlik yönünden sınıfta kalmıştır.çoğu firmanın şirket aracı olarak, maliyetleri ön planda tuttuğundan güvenlik paketlisini almadığını da göz önünde bulunduralım.bırakın firmaları, ekonomik sebeplerle dolu paket benzinli yerine başlangıç seviyesi olsun ama dizel olsun az yaksın diye alan insan var.ha yok ben onu bunu bilmem dizeli az yakıyor diye alıyorsanız sizin bileceğiniz iş.benim için güvenlik de en az ekonomi kadar önemlidir zira.","geçtim rakip marka aracari fiyat puntonun 12 yıl önce 5 yıldız aldığı testte beş yıldızı alamamış araçtır . şimdi "" o yıllardaki ncap kriterleri şimdiye göre daha kolaydı yea "" diyenler olacak . yani bu da şu demek oluyor : o zaman marka 11-12 yıl boyunca , ncap kriterleri daha da zorlu hale gelirken güvenlik olarak yerinde saymış . yakıtını , performansını bir kenara bırakın . kim ne derse desin bu araç güvenlik yönünden sınıfta kalmıştır . çoğu firmanın şirket aracı olarak , maliyetleri ön planda tuttuğundan güvenlik paketlisini almadığını da göz önünde bulunduralım . bırakın firmaları , ekonomik sebeplerle dolu paket benzinli yerine başlangıç seviyesi olsun ama dizel olsun az yaksın diye alan insan var . ha yok ben onu bunu bilmem dizeli az yakıyor diye alıyorsanız sizin bileceğiniz iş . benim için güvenlik de en az ekonomi kadar önemlidir zira ."
