Araç,Sayfa,Başlık,Entry No,Entry Metni,Lemmatize Entry Metni,Stemli Entry
fiat egea,53,fiat egea,5,"www.youtube.com/watch?v=v5l5xdc4tn0güvenlik konusunda rakipleri şurada verilmiş. aşağı yukarı aynı fiyatlara, sadece ncap değil small overlap testinde de fena olmayan skorlara sahip arabalar varken bu aracı güvenliğine güvenmek pek güzel görünmüyor.","www.youtube.com/watch?v=v5l5xdc4tn0güvenlik konusunda rakipleri şurada verilmiş . aşağı yukarı aynı fiyatlara , sadece ncap değil small överlap testinde de fena olmayan skorlara sahip arabalar varken bu aracı güvenliğine güvenmek pek güzel görünmüyor .","www.youtube.com/watch?v=v5l5xdc4tn0güvenlik konu rakip şura verilmiş. aşak yukar aynı fiyatlara, sade ncap değil small overlap test de fena olmayan skor sahip araba varken bu araç güvenlik güvenmek pek güzel görünmüyor."
fiat egea,53,fiat egea,6,(bkz: şirket arabası)(bkz: taksici gözdesi)ötesi yoktur,( bkz : şirket arabası ) ( bkz : taksici gözdesi ) ötesi yoktur,(bkz: şirket arabası)(bkz: taksiç gözdesi)ötesi yok
fiat egea,53,fiat egea,7,(bkz: fiat egea)tenekedir net.,( bkz : fiyat eğer ) tenekedir net .,(bkz: fiat egea)tenekedir net.
fiat egea,53,fiat egea,8,"güvenlik konusunda bazılarının haklılık payı olsa da yolda gezinme ve benzeri sorunlarla karşı karşıya kalanların haksız olduğunu düşündüğüm araba. balans ayarı bozulmuş bmw'nin dahi yolda direksiyonu titrer. rot ayarı bozuk her araba yolda gezer. dingil eğriliği bulunan, gönyesi kaçmış mercedes dahi sağa sola çeker. arkadan baktığında arabanın yengeç gibi gittiğini görürsün. arabanın yürüyen aksamının sağlamlığını tartışırsın ama direksiyonu titriyor, yolda geziyor demek sadece egea için değil başka hangi araba olursa olsun bok atmak için geçerli sebep değil.","güvenlik konusunda bazılarının haklılık payı olsa da yolda gezinme ve benzeri sorunlarla karşı karşıya kalanların haksız olduğunu düşündüğüm araba . balans ayarı bozulmuş bmw'nin dahi yolda direksiyonu titrer . rot ayarı bozuk her araba yolda gezer . dingil eğriliği bulunan , gönyesi kaçmış mercedes dahi sağa sola çeker . arkadan baktığında arabanın yengeç gibi gittiğini görürsün . arabanın yürüyen aksamının sağlamlığını tartışırsın ama direksiyonu titriyor , yolda geziyor demek sadece ege için değil başka hangi araba olursa olsun bok atmak için geçerli sebep değil .","güvenlik konu bazı haklılık pay ols da yol gezin ve benzer sorun karş karşı kalan haks olduk düşündük araba. balans ayar bozul bmw'nin dahi yol direksiyon titrer. rot ayar bozuk her araba yol gezer. dingil eğrilik bulunan, gönye kaç mercedes dahi sak sol çeker. arka baktık araba yengeç gip gittik görürsün. araba yürüyen aksam sağlamlık tartışır am direksiyon titriyor, yol geziyor demek sade egea iç değil başka hangi araba olur ols bok atmak iç geçer sebep değil."
fiat egea,53,fiat egea,9,fiyatına göre mantıklı araçtır. bunun yerine 5-6 yaşında bmw yürütmeyi daha mantıklı gören beyinleri ortaya çıkarmıştır.,fiyatına göre mantıklı araçtır . bunun yerine 5-6 yaşında bmw yürütmeyi daha mantıklı gören beyinleri ortaya çıkarmıştır .,fiyat gör mantık araçtır. bun yer 5-6 yaş bmw yürütme dah mantık gören beyin orta çıkarmıştır.
fiat egea,53,fiat egea,10,(bkz: sahibinden.com)(bkz: ekşi ilan),( bkz : sahibinden.com ) ( bkz : eksi ilan ),(bkz: sahibinden.com)(bkz: ekş ilan)
fiat egea,54,fiat egea,1,kağıttan araba yapmışlar.,kağıttan araba yapmışlar .,kağıt araba yapmışlar.
fiat egea,54,fiat egea,2,(bkz: ekşi sözlük ikinci el araç ağı),( bkz : ekşi sözlük ikinci el araç ağı ),(bkz: ekş sözlük ikinç el araç ağı)
fiat egea,54,fiat egea,3,"jato dynamics'in verilerine göre avrupa piyasasındafiat tipo adıyla sedan, hatchback ve stationwagon kasa seçenekleriyle beraber toplam 9642 adet satmış ocak 2017'de. bu istatistikle aynı pazarda en çok satmış 50 model içinde 33. olmayı başarmış. aynı zamanda kompakt sınıfta saydığıma göre (premium'lar dahil, suv/crossover'lar yok) 9. sırada yer alarak toyota auris (corolla hb), seat leon gibi otomobilleri de geride bırakmış ilk 50 listesinde. kompakt sınıfta en çok satan otomobiller ise referans olması açısından;volkswagen golf: 37,645 adetopel astra: 20,654 adetskoda octavia: 18,777 adet yok octavia kompakt değil, diyenler için ise;ford focus: 16,760---------edit: entry'de ilk başta avrupa birliği demiştim ancak listede bulgaristan yok, sırbistan var, norveç var, malta yok... o yüzden ""avrupa piyasası"" olarak düzeltiyorum. bulgaristan ve diğer doğu avrupa/rusya pazarı ile ülkemiz eklendiğinde satış yukarı çıkacaktır. dacia'nın tipo/egea boyutunda bir arabasının bulunmaması (megane 4'ün low cost hali yok mesela), koreli hyundai i30 ve kia cee'd'in kasa değişiminin gelmesi gibi nedenler aracın bu değerlere erişmesini sağlıyor.","nato dynamicsin verilerine göre avrupa piyasasındafiat tipo adıyla sedan , hatchback ve stationwagon kasa seçenekleriyle beraber toplam 9642 adet satmış ocak 2017'de . bu istatistikle aynı pazarda en çok satmış 50 model içinde 33. olmayı başarmış . aynı zamanda kompakt sınıfta saydığıma göre ( premiumlar dahil , suv / crossöver'lar yok ) 9. sırada yer alarak toyota auris ( corolla hb ) , seat leon gibi otomobilleri de geride bırakmış ilk 50 listesinde . kompakt sınıfta en çok satan otomobiller ise referans olması açısından ; volkswagen golf : 37,645 adetopel astra : 20,654 adetskoda octavia : 18,777 adet yok octavia kompakt değil , diyenler için ise ; ford focus : 16,760 - - - - - - - - - edit : entry'de ilk başta avrupa birliği demiştim ancak listede bulgaristan yok , sırbistan var , norveç var , malta yok ... o yüzden "" avrupa piyasası "" olarak düzeltiyorum . bulgaristan ve diğer doğu avrupa / rusya pazarı ile ülkemiz eklendiğinde satış yukarı çıkacaktır . dacia'nın tipo / eğer boyutunda bir arabasının bulunmaması ( megane dün löw dost hali yok mesela ) , koreli hyundai i30 ve kia Seed ' ın kasa değişiminin gelmesi gibi nedenler aracın bu değerlere erişmesini sağlıyor .","jato dynamics'in veri gör avrup piyasasındafiat tipo adı sedan, hatchback ve stationwagon kas seçenek beraber topla 9642 adet sat ocak 2017'de. bu istatistik aynı pazar en çok sat 50 model iç 33. olma başarmış. aynı zaman kompakt sınıf saydık gör (premium'lar dahil, suv/crossover'lar yok) 9. sıra yer alarak toyo auris (corolla hb), seat leon gip otomobil de geri bırak ilk 50 listesinde. kompakt sınıf en çok sa otomobil is referans olma açısından;volkswagen golf: 37,645 adetopel astra: 20,654 adetsko octavia: 18,777 adet yok octavia kompakt değil, diyen iç ise;ford focus: 16,760---------edit: entry'de ilk baş avrup birlik demiş ancak liste bulgaristan yok, sırbistan var, norveç var, mal yok... o yüz ""avrupa piyasası"" olarak düzeltiyorum. bulgaristan ve diğer dok avrupa/rusya pazar il ülke eklendik satış yukar çıkacaktır. dacia'nın tipo/egea boyut bir araba bulunmama (megane 4'ün low cost hali yok mesela), kore hyundai i30 ve kia cee'd'in kas değişim gelme gip ne araç bu değer erişme sağlıyor."
fiat egea,54,fiat egea,4,sahip olduğumuz 1.6 dizel hatchback modeli 100km de 8lt yakmakta. bu ne arkadaş sanki sürekli bayır çıkıyoruz,sahip olduğumuz 1.6 dizel hatchback modeli 100km de 8lt yakmakta . bu ne arkadaş sanki sürekli bayır çıkıyoruz,sahip olduk 1.6 dizel hatchback mode 100km de 8lt yakmakta. bu ne arkadaş sanki sürek bayır çıkıyor
fiat egea,54,fiat egea,5,"5.000 km' de cam otomatiği bozulan, 10.000 km' de aks bilyası dağılan ve el freni tutmayan arabadır. bilen bilir meşhur sakar belinden aşağı en kısa yoldan inmemizi sağlıyordu. bir mezarlık önünden geçerken orta tavan lambasının düşmesi ise bize kısa süreli paranormal aktivite yaşatmıştır. servisleri ve bayiinin aşırı yardımcı tutumları ise genç yaşımızda peygamber sabrı kazanmamızı sağlamıştır.benzini hobi olarak tüketmesini saymıyorum bile.hayatı uçlarda yaşamayı seviyorum, her günüm aksiyonla, telefonda saatlerce dert anlatmayla geçsin, sinir stres sahibi olayım diyorsanız almanızı tavsiye ederim.","5.000 km ' de cam otomatiği bozulan , 10.000 km ' de aks Balya'sı dağılan ve el freni tutmayan arabadır . bilen bilir meşhur sakar belinden aşağıya en kısa yoldan inmemizi sağlıyordu . bir mezarlık önünden geçerken orta tavan lambasının düşmesi ise bize kısa süreli paranormal aktivite yaşatmıştır . servisleri ve bayiinin aşırı yardımcı tutumları ise genç yaşımızda peygamber sabrı kazanmamızı sağlamıştır . benzini hobi olarak tüketmesini saymıyorum bile . hayatı uçlarda yaşamayı seviyorum , her günüm aksiyonla , telefonda saatlerce dert anlatmayla geçsin , sinir stres sahibi olayım diyorsanız almanızı tavsiye ederim .","5.000 km' de cam otomatik bozulan, 10.000 km' de aks bilya dağılan ve el fren tutmayan arabadır. bilen bilir meşhur sakar bel aşak en kıs yol inme sağlıyordu. bir mezarlık önün geçer or tavan lamba düşme is biz kıs süre paranormal aktivi yaşatmıştır. servis ve bayi aşır yardımç tutum is genç yaş peygamber sabr kazanma sağlamıştır.benzini hobi olarak tüketme saymıyor bile.hayatı uç yaşama seviyorum, her gün aksiyonla, telefon saat dert anlatma geçsin, sinir stres sahip olay diyor alma tavsi ederim."
fiat egea,54,fiat egea,6,(bkz: uçan teneke),( bkz : uçan teneke ),(bkz: uçan teneke)
fiat egea,54,fiat egea,7,ikame araç olarak verdiler. iki hafta kadar kullanma fırsatı buldum ki böyle fırsatın amk. daha önce yazılmıştır. lineayı biraz geliştirmişler. ki böyle geliştirmenin de amk. bu arabanın reklamında erdal beşikçioğlu oynamıştı. neden böyle bir hata yaptı anlamak çok güç. arabadan kalitesizlik akıyor lan. neresinden başlasam bilemiyorum. öncelikle 1. vites kalkış vitesi. başka da bir boka yaramıyor. araba çılgın hantal zaten bunu dememe gerek yok. 1.3 multijet2 motoru alıp götlerine soksunlar bana göre. bluetootlu radyo koymuşlar. zahmet etmişler. o da sadece telefon görüşmesinde faal. multimedia yani ses falan aktaramıyorsunuz. telefon görüşmesi sadece. yakıt tüketimi. abovvv. benim aldığım araç 5binde idi. ortalama 33krş yaktı. ki yolun %75i uzun yol. zamanla düşer ama ne kadar düşer allah bilir. ama yine diyorum 1.3 motorun amk. daha başka motor seçenekleri var ise değerlendirilebilir. ama araba değerlendirilemez bana göre. olumlu hiç mi bir şeyi yok. var. yol tutuşu iyi. 150 ile giderken cidden hissettirmiyor mesela. en iyi özelliği bu bence. bu da güven veriyor gibi olsa da olası bir kazada araba ne hale gelir o hızda fikrim yok. bunu da sağlayan sert süspansiyonlar zaten. yoldaki çukuru harfiye size veriyor. çok başarılı gerçekten. bunun dışında benim kullandığım en baz modeli idi. bu sebeple malzeme kalitesi yerlerde. plastikler falan oynuyor baya baya. sinyal ve silecek kolları çok kullanışsız değil. 5 farklı silecek modu var mesela bu iyi bir özellik. standart modlar dışında 2 tane daha aralıklı çalıştırma modu var. kapılar tok sesli bu arada. yalnız bagaj kapağı zangır zangır açılıyor kapanıyor. o o kadar da tok sesli değil asla. geri viteste klasik şanzıman sıkıntısı mevcut. araba daha 5bin de bu arada. ama zaman zaman geri vitese geçirdiğimde vites kutusu aşağı inecek diye bekledim. çünkü baya baya araba sallandı. şaka değil gerçek. bu araba neden alınabilir tam bir fikrim yok. aile sebebiyle belki alınabilir ama bunun yerine ikinci el skoda grubuna bakılabilir belki ki bence daha mantıklı. aile haricinde bu arabanın keyfine alınabileceğini düşünemiyorum. aklım almıyor.,ikame araç olarak verdiler . iki hafta kadar kullanma fırsatı buldum ki böyle fırsatın amk . daha önce yazılmıştır . lineayı biraz geliştirmişler . ki böyle geliştirmenin de amk . bu arabanın reklamında erdal beşikçioğlu oynamıştı . neden böyle bir hata yaptı anlamak çok güç . arabadan kalitesizlik akıyor lan . neresinden başlasam bilemiyorum . öncelikle 1. vites kalkış vitesi . başka da bir boka yaramıyor . araba çılgın hantal zaten bunu dememe gerek yok . 1.3 Multijet motoru alıp götlerine soksunlar bana göre . Bluetooth'u radyo koymuşlar . zahmet etmişler . o da sadece telefon görüşmesinde faal . multimedia yani ses falan aktaramıyorsunuz . telefon görüşmesi sadece . yakıt tüketimi . abovvv . benim aldığım araç binde idi . ortalama 33krs yaktı . ki yolun %75 ı uzun yol . zamanla düşer ama ne kadar düşer allah bilir . ama yine diyorum 1.3 motorun amk . daha başka motor seçenekleri var ise değerlendirilebilir . ama araba değerlendirilemez bana göre . olumlu hiç mi bir şeyi yok . var . yol tutuşu iyi . 150 ile giderken cidden hissettirmiyor mesela . en iyi özelliği bu bence . bu da güven veriyor gibi olsa da olası bir kazada araba ne hale gelir o hızda fikrim yok . bunu da sağlayan sert süspansiyonlar zaten . yoldaki çukuru harfiyen size veriyor . çok başarılı gerçekten . bunun dışında benim kullandığım en baz modeli idi . bu sebeple malzeme kalitesi yerlerde . plastikler falan oynuyor baya baya . sinyal ve silecek kolları çok kullanışsız değil . 5 farklı silecek modu var mesela bu iyi bir özellik . standart modlar dışında 2 tane daha aralıklı çalıştırma modu var . kapılar tok sesli bu arada . yalnız bagaj kapağı zangır zangır açılıyor kapanıyor . o o kadar da tok sesli değil asla . geri viteste klasik şanzıman sıkıntısı mevcut . araba daha bin de bu arada . ama zaman zaman geri vitese geçirdiğimde vites kutusu aşağıya inecek diye bekledim . çünkü baya baya araba sallandı . şaka değil gerçek . bu araba neden alınabilir tam bir fikrim yok . aile sebebiyle belki alınabilir ama bunun yerine ikinci el skoda grubuna bakılabilir belki ki bence daha mantıklı . aile haricinde bu arabanın keyfine alınabileceğini düşünemiyorum . aklım almıyor .,ikame araç olarak verdiler. ik haf kadar kullan fırsat bult ki böyl fırsat amk. dah önç yazılmıştır. linea biraz geliştirmişler. ki böyl geliştirme de amk. bu araba reklam erdal beşikçiok oynamıştı. ne böyl bir ha yapt anlamak çok güç. araba kalitesizlik akıyor lan. nere başl bilemiyorum. öncelik 1. vites kalkış vitesi. başka da bir bok yaramıyor. araba çılg hantal zaten bun deme gerek yok. 1.3 multijet2 motor alıp göt soks ban göre. bluetoot radyo koymuşlar. zahmet etmişler. o da sade telefon görüşme faal. multimedia yan ses falan aktaramıyorsunuz. telefon görüşme sadece. yakıt tüketimi. abovvv. ben aldık araç 5binde idi. ortala 33krş yaktı. ki yol %75i uzun yol. zaman düşer am ne kadar düşer allah bilir. am yin diyor 1.3 motor amk. dah başka motor seçenek var is değerlendirilebilir. am araba değerlendirilemez ban göre. olum hiç mi bir şey yok. var. yol tutuş iyi. 150 il gider cit hissettirmiyor mesela. en iyi özellik bu bence. bu da güven veriyor gip ols da olas bir kaza araba ne hale gelir o hız fikr yok. bun da sağlayan sert süspansiyon zaten. yol çukur harfi siz veriyor. çok başarı gerçekten. bun dış ben kullandık en baz mode idi. bu sebep malzeme kalite yerlerde. plastik falan oynuyor ba baya. sinyal ve silecek kol çok kullanışs değil. 5 fark silecek mot var mesela bu iyi bir özellik. standart mot dış 2 tane dah aralık çalıştır mot var. kapı tok sesl bu arada. yaln bagaj kapak zangır zangır açılıyor kapanıyor. o o kadar da tok sesl değil asla. ger vites klasik şanzıman sıkıntı mevcut. araba dah 5bin de bu arada. am zaman zaman ger vite geçirdik vites kutu aşak inecek di bekledim. çünk ba ba araba sallandı. şak değil gerçek. bu araba ne alınabilir tam bir fikr yok. ail sebep belk alınabilir am bun yer ikinç el sko grup bakılabilir belk ki benç dah mantıklı. ail hariç bu araba keyf alınabilecek düşünemiyorum. akl almıyor.
fiat egea,54,fiat egea,8,"lineanın yanında uzay gemisidir, star trektir","lineanın yanında uzay gemisidir , star trektir","linea yan uzay gemisidir, star trek"
fiat egea,54,fiat egea,9,1.3 multijet motorlu versiyonlarından ne yakıt tasarrufu ne de performans adına herhangi bir şey beklenmemesi gereken ve sadece ticari taksi olması için üretilmiş fiat marka otomobil.hantal kasası ve kör noktalarıyla size yolda güven vermez. öyle allah'ın cezası bir otomobildir. sıfır ve 2. elde de herhangi bir fiyat avantajı bulunmamaktadır. segmentine uygun olarak malzeme ve işçilik olarak da yüksek beklentilerinizin olmaması gerekir. özetle; o paraya öküz alırsınız.,1.3 multijet motorlu versiyonlarından ne yakıt tasarrufu ne de performans adına herhangi bir şey beklenmemesi gereken ve sadece ticari taksi olması için üretilmiş fiat marka otomobil . hantal kasası ve kör noktalarıyla size yolda güven vermez . öyle allahın cezası bir otomobildir . sıfır ve 2. elde de herhangi bir fiyat avantajı bulunmamaktadır . segmentine uygun olarak malzeme ve işçilik olarak da yüksek beklentilerinizin olmaması gerekir . özetle ; o paraya öküz alırsınız .,1.3 multijet motor versiyon ne yakıt tasarruf ne de performans adın herhangi bir şey beklenmeme gere ve sade ticari taksi olma iç üretil fiat marka otomobil.hantal kasa ve kör nokta siz yol güven vermez. öyl allah'ın ceza bir otomobildir. sıfır ve 2. el de herhangi bir fiyat avantaj bulunmamaktadır. segment uygun olarak malzeme ve işçilik olarak da yük beklenti olmama gerekir. özetle; o para ök alırsınız.
fiat egea,54,fiat egea,10,fiat'ın linea modeline nazaran leş gibi ürettiği araba. yol tutuş namına bir şey yok. virajlara çok dikkatli girin bu arabayla yolu hiç tutmuyor. bir de galiba bu arabayı stajyer mühendislere yaptırmışlar. arabanın saçma sapan bir dizaynı var. ne önü gözüküyor ne arkası ne sağı-solu. sürücü koltuğuna oturduğunuzda hiç hakim olamıyorsunuz araca. konsol kullanımi da ayrı bir zor zaten. hangi akla hizmet ürettiler anlamıyorum hiç. linea'nın yan aynalarıyla neredeyse kör noktayı sıfıra indirebilirsiniz. öyle güzel dizayn edilmiş. bu arabanın her yeri kör. yarı fiyatına verirseler alırım anca.,fiat'ın linea modeline nazaran leş gibi ürettiği araba . yol tutuş namına bir şey yok . virajlara çok dikkatli girin bu arabayla yolu hiç tutmuyor . bir de galiba bu arabayı stajyer mühendislere yaptırmışlar . arabanın saçma sapan bir dizaynı var . ne onu gözüküyor ne arkası ne sağı-solu . sürücü koltuğuna oturduğunuzda hiç hakim olamıyorsunuz araca . konsol kullanımı da ayrı bir zor zaten . hangi akla hizmet ürettiler anlamıyorum hiç . linea'nın yan aynalarıyla neredeyse kör noktayı sıfıra indirebilirsiniz . öyle güzel dizayn edilmiş . bu arabanın her yeri kör . yarı fiyatına verirseler alırım anca .,fiat'ın linea model nazaran leş gip ürettik araba. yol tutuş nam bir şey yok. viraj çok dikkatli gir bu araba yol hiç tutmuyor. bir de galiba bu araba stajyer mühendis yaptırmışlar. araba saçm sapan bir dizayn var. ne ön gözüküyor ne arka ne sağı-solu. sürüç koltuk oturduk hiç hakim olamıyor araca. konsol kullanımi da ayr bir zor zaten. hangi akl hizmet üret anlamıyor hiç. linea'nın yan ayna nere kör nokta sıfır indirebilirsiniz. öyl güzel dizayn edilmiş. bu araba her yer kör. yar fiyat verir alır anca.
fiat egea,55,fiat egea,1,"130'u geçmeyince iyi araba. 130 dan sonra böyle zıplamalar, kaçmalar, bi kafasına göre salınmalar. gerçi rüzgarlı bir havada bursa otoyolunda denendi. * multimedia menüsü fena değil,camları basınca otomatik kapanmıyor, sonuna kadar basmak gerekir, çok mu pahalı bu mekanizma bilemiyorum ama bence değil,kemer tokalarına stoper koymamaları eksi,dikiz aynası dar. nedeeenn??vites geçişleri güzel.kalkarken patinaj çekmesiyle yurdum gencini de unutmamışlar.bagajın sonu görünmüyor.ayaktan gazı çekince yakıt tüketimi neden 2.0 gösteriyor anlamış değilim,100 km filan gittim fakat tüketimi biraz fazla geldi bana, bilemiyorum. genel olarak çok kötü değil fakat ufak dokunuşlarla daha iyi olabilirdi. bence fluence den iyi araba.edit: bakın çok enteresan, bagaj kapağını kapatmak içten tutamıyorsunuz.","130'u geçmeyince iyi araba . 130 dan sonra böyle zıplamalar , kaçmalar , bir kafasına göre salınmalar . gerçi rüzgarlı bir havada bursa otoyolunda denendi . * multimedia menüsü fena değil , camları basınca otomatik kapanmıyor , sonuna kadar basmak gerekir , çok mu pahalı bu mekanizma bilemiyorum ama bence değil , kemer tokalarına stoper koymamaları ekşi , dikiz aynası dar . neden ? ? vites geçişleri güzel . kalkarken patinaj çekmesiyle yurdum gencini de unutmamışlar . bagajın sonu görünmüyor . ayaktan gazi çekince yakıt tüketimi neden 2.0 gösteriyor anlamış değilim , 100 km filan gittim fakat tüketimi biraz fazla geldi bana , bilemiyorum . genel olarak çok kötü değil fakat ufak dokunuşlarla daha iyi olabilirdi . bence fluence den iyi araba . edit : bakın çok enteresan , bagaj kapağını kapatmak içten tutamıyorsunuz .","130'u geçmey iyi araba. 130 dan sonr böyl zıplamalar, kaçmalar, bi kafa gör salınmalar. gerç rüzgar bir hava burs otoyol denendi. * multimedia menü fena değil,camları bası otomatik kapanmıyor, son kadar basmak gerekir, çok mu paha bu mekanizma bilemiyor am benç değil,kemer toka stoper koymama eksi,dikiz ayna dar. nedeeenn??vites geçiş güzel.kalkarken patinaj çekme yurt genç de unutmamışlar.bagajın son görünmüyor.ayaktan gaz çeki yakıt tüket ne 2.0 gösteriyor anla değilim,100 km filan git fakat tüket biraz fazl gelt bana, bilemiyorum. genel olarak çok kötü değil fakat ufak dokunuş dah iyi olabilirdi. benç flue den iyi araba.edit: bak çok enteresan, bagaj kapak kapatmak iç tutamıyorsunuz."
fiat egea,55,fiat egea,2,"behzat amirimin hatırına bir adet 1.4 lt urban sipariş etiğim araba.edit: aracı bugün aldım, 260 km kullandım. f/p olarak bence değer.","behzat amirimin hatırına bir adet 1.4 lt urban sipariş etiğim araba . edit : aracı bugün aldım , 260 km kullandım . f / p olarak bence değer .","behzat amir hatır bir adet 1.4 lt urban sipariş etik araba.edit: araç bugü aldım, 260 km kullandım. f/p olarak benç değer."
fiat egea,55,fiat egea,3,çarpışma testlerine bile sokulmadığı iddia edilen güvensiz ama dizel motoru çok güçlü olan araba.ekleme: 1.6 motordan 320 tork üreten bir araba gayet de güçlüdür. linkopel'in motoru il aynı torku üretiyor.ekleme 2: gencohasan uyardı. normal paketinde 3 yıldız almış araç. link,çarpışma testlerine bile sokulmadığı iddia edilen güvensiz ama dizel motoru çok güçlü olan araba . ekleme : 1.6 motordan 320 tork üreten bir araba gayet de güçlüdür . linköpel'in motoru il aynı torku üretiyor . ekleme 2 : Genco'laşan uyardı . normal paketinde 3 yıldız almış araç . link,çarpış test bil sokulmadık iddia edilen güvens am dizel motor çok güçl olan araba.ekleme: 1.6 motor 320 tork üre bir araba gayet de güçlüdür. linkopel'in motor il aynı tork üretiyor.ekleme 2: gencoh uyardı. normal paket 3 yıldız al araç. link
fiat egea,55,fiat egea,4,çok güçlü denilen dizel motoru 1.6 litre 120 bg'dir. opel'de kullanılan 1.6 litre cdi (ki aslında multijet) 136 bg ve de reno'nun 1.6 litre 160 bg'inden bariz zayıfdır aynı hacimde.yine aynı hacimde benzer güç üreten 1.6 litre 136 bg crdi motor vardır.,çok güçlü denilen dizel motoru 1.6 litre 120 bg'dir . opelde kullanılan 1.6 litre cdi ( ki aslında multijet ) 136 bg ve de reno'nun 1.6 litre 160 Brin'den bariz zayiidir aynı hacimde . yine aynı hacimde benzer güç üreten 1.6 litre 136 bg crdi motor vardır .,çok güçl denilen dizel motor 1.6 litre 120 bg'dir. opel'de kullanılan 1.6 litre cdi (ki asl multijet) 136 bg ve de reno'nun 1.6 litre 160 bg'inden bariz zayıf aynı hacimde.yine aynı hacim benzer güç üre 1.6 litre 136 bg crdi motor vardır.
fiat egea,55,fiat egea,5,en boş paketinde bile plastik jant kapagi standart. oyle yukselttiler citayi.,en boş paketinde bile plastik jant kapağı standart . öyle yükseldirdiler çıtayı .,en boş paket bil plastik jant kapagi standart. oyle yukselt citayi.
